platform,appid,app_name,monetization_model,recommendation_id,language,review_text,timestamp_created,timestamp_updated,voted_up,votes_up,votes_funny,weighted_vote_score,steam_purchase,received_for_free,written_during_early_access,author_steamid,author_num_games_owned,author_num_reviews,author_playtime_forever_m,author_playtime_last_two_weeks_m,author_playtime_at_review_m,author_last_played,monetization_flag
steam,570,Dota 2,"cosmetics, battle pass, event monetization",203469025,english,The Best Game,2025-09-03T22:08:35+00:00,2025-09-03T22:08:35+00:00,TRUE,0,0,0.5,FALSE,FALSE,FALSE,76561198125302845,0,1,299,0,299,1543054002,FALSE
steam,570,Dota 2,"cosmetics, battle pass, event monetization",203469024,english,The Best Game,2025-09-03T22:08:31+00:00,2025-09-03T22:08:31+00:00,TRUE,0,0,0.5,FALSE,FALSE,FALSE,76561198169068756,0,1,282,0,282,1543052857,FALSE
steam,570,Dota 2,"cosmetics, battle pass, event monetization",203469019,english,The Best Game,2025-09-03T22:08:25+00:00,2025-09-03T22:08:25+00:00,TRUE,0,0,0.5,FALSE,FALSE,FALSE,76561198321844972,0,1,283,0,283,1543052880,FALSE
steam,570,Dota 2,"cosmetics, battle pass, event monetization",203469017,english,The Best Game,2025-09-03T22:08:21+00:00,2025-09-03T22:08:21+00:00,TRUE,0,0,0.5,FALSE,FALSE,FALSE,76561198109019914,0,1,120,0,120,1455787395,FALSE
steam,570,Dota 2,"cosmetics, battle pass, event monetization",203469008,english,The Best Game,2025-09-03T22:08:03+00:00,2025-09-03T22:08:03+00:00,TRUE,0,0,0.5,FALSE,FALSE,FALSE,76561198080737668,0,1,2287,0,2287,1590415245,FALSE
steam,570,Dota 2,"cosmetics, battle pass, event monetization",203469000,english,The Best Game,2025-09-03T22:07:56+00:00,2025-09-03T22:07:56+00:00,TRUE,0,0,0.5,FALSE,FALSE,FALSE,76561198197670657,0,1,283,0,283,1543052927,FALSE
steam,570,Dota 2,"cosmetics, battle pass, event monetization",203468995,english,The Best Game,2025-09-03T22:07:42+00:00,2025-09-03T22:07:42+00:00,TRUE,0,0,0.5,FALSE,FALSE,FALSE,76561198176569022,0,1,284,0,284,1543052987,FALSE
steam,570,Dota 2,"cosmetics, battle pass, event monetization",203468954,english,The Best Game,2025-09-03T22:06:57+00:00,2025-09-03T22:06:57+00:00,TRUE,0,0,0.5,FALSE,FALSE,FALSE,76561198113601699,0,1,284,0,284,1543052897,FALSE
steam,570,Dota 2,"cosmetics, battle pass, event monetization",203468948,english,lovely gameâ™¥ never get old,2025-09-03T22:06:51+00:00,2025-09-03T22:06:51+00:00,TRUE,0,0,0.5,FALSE,FALSE,FALSE,76561198865439556,1,1,14138,114,14030,1757018488,FALSE
steam,570,Dota 2,"cosmetics, battle pass, event monetization",203468943,english,a long party game,2025-09-03T22:06:45+00:00,2025-09-03T22:06:45+00:00,TRUE,0,0,0.5,FALSE,FALSE,FALSE,76561199870047540,0,1,4656,1535,4656,1756937061,FALSE
steam,570,Dota 2,"cosmetics, battle pass, event monetization",203468334,english,fun:),2025-09-03T21:51:40+00:00,2025-09-03T21:51:40+00:00,TRUE,0,0,0.5,FALSE,FALSE,FALSE,76561197995153956,0,1,48034,3726,47449,1757097142,FALSE
steam,570,Dota 2,"cosmetics, battle pass, event monetization",203468077,english,This game f&â‚¬@!ng sucks.,2025-09-03T21:45:49+00:00,2025-09-03T21:45:49+00:00,FALSE,0,0,0.476190477609634399,FALSE,FALSE,FALSE,76561198120343345,0,35,17,0,17,1737708375,FALSE
steam,570,Dota 2,"cosmetics, battle pass, event monetization",203468008,english,"a game for patients with various diseases, for example:autism, downism, and so on. I strongly advise against it",2025-09-03T21:44:05+00:00,2025-09-03T21:44:05+00:00,FALSE,0,0,0.476190477609634399,FALSE,FALSE,FALSE,76561199799133955,14,1,308,31,308,1755960064,FALSE
steam,570,Dota 2,"cosmetics, battle pass, event monetization",203467549,english,its the best game ever made it try not to get addicted xd community is the best btw ull enjoy every single second of this game,2025-09-03T21:32:25+00:00,2025-09-03T21:32:25+00:00,TRUE,0,0,0.5,FALSE,TRUE,FALSE,76561198000484563,21,1,672425,1468,671722,1757100458,FALSE
steam,570,Dota 2,"cosmetics, battle pass, event monetization",203466595,english,:),2025-09-03T21:11:29+00:00,2025-09-03T21:11:29+00:00,TRUE,0,0,0.5,FALSE,FALSE,FALSE,76561198050426677,0,3,31885,619,31823,1756937631,FALSE
steam,570,Dota 2,"cosmetics, battle pass, event monetization",203466182,english,GG,2025-09-03T21:02:04+00:00,2025-09-03T21:02:04+00:00,TRUE,0,0,0.5,FALSE,FALSE,FALSE,76561199586404948,8,1,179960,3443,179496,1757101392,FALSE
steam,570,Dota 2,"cosmetics, battle pass, event monetization",203465978,english,1,2025-09-03T20:57:37+00:00,2025-09-03T20:57:37+00:00,TRUE,0,0,0.5,FALSE,FALSE,FALSE,76561199687408046,1,1,54709,2268,54054,1757101354,FALSE
steam,570,Dota 2,"cosmetics, battle pass, event monetization",203465571,english,Simply the best,2025-09-03T20:48:37+00:00,2025-09-03T20:48:37+00:00,TRUE,0,0,0.5,FALSE,FALSE,FALSE,76561198116694178,49,1,856321,5632,855528,1757062053,FALSE
steam,570,Dota 2,"cosmetics, battle pass, event monetization",203465531,english,nice G,2025-09-03T20:47:42+00:00,2025-09-03T20:47:42+00:00,TRUE,0,0,0.5,FALSE,FALSE,FALSE,76561198213364685,0,2,446863,3154,446517,1757066842,FALSE

